CMN,area,pop,fam,edf,ulc,bct,area_id_H,area_id_M,area_id_L,area_id_H_p,area_id_M_p,area_id_L_p,pop_id_H,pop_id_M,pop_id_L,pop_id_H_p,pop_id_M_p,pop_id_L_p,fam_id_H,fam_id_M,fam_id_L,fam_id_H_p,fam_id_M_p,fam_id_L_p,edf_id_H,edf_id_M,edf_id_L,edf_id_H_p,edf_id_M_p,edf_id_L_p,ulc_id_H,ulc_id_M,ulc_id_L,ulc_id_H_p,ulc_id_M_p,ulc_id_L_p,bct_id_H,bct_id_M,bct_id_L,bct_id_H_p,bct_id_M_p,bct_id_L_p,area_fr_P4,area_fr_P3,area_fr_P2,area_fr_P1,area_fr_AA,area_fr_P3P4,area_fr_P4_p,area_fr_P3_p,area_fr_P2_p,area_fr_P1_p,area_fr_AA_p,area_fr_P3P4_p,pop_fr_P4,pop_fr_P3,pop_fr_P2,pop_fr_P1,pop_fr_AA,pop_fr_P3P4,pop_fr_P4_p,pop_fr_P3_p,pop_fr_P2_p,pop_fr_P1_p,pop_fr_AA_p,pop_fr_P3P4_p,fam_fr_P4,fam_fr_P3,fam_fr_P2,fam_fr_P1,fam_fr_AA,fam_fr_P3P4,fam_fr_P4_p,fam_fr_P3_p,fam_fr_P2_p,fam_fr_P1_p,fam_fr_AA_p,fam_fr_P3P4_p,edf_fr_P4,edf_fr_P3,edf_fr_P2,edf_fr_P1,edf_fr_AA,edf_fr_P3P4,edf_fr_P4_p,edf_fr_P3_p,edf_fr_P2_p,edf_fr_P1_p,edf_fr_AA_p,edf_fr_P3P4_p,ulc_fr_P4,ulc_fr_P3,ulc_fr_P2,ulc_fr_P1,ulc_fr_AA,ulc_fr_P3P4,ulc_fr_P4_p,ulc_fr_P3_p,ulc_fr_P2_p,ulc_fr_P1_p,ulc_fr_AA_p,ulc_fr_P3P4_p,bct_fr_P4,bct_fr_P3,bct_fr_P2,bct_fr_P1,bct_fr_AA,bct_fr_P3P4,bct_fr_P4_p,bct_fr_P3_p,bct_fr_P2_p,bct_fr_P1_p,bct_fr_AA_p,bct_fr_P3P4_p
21088,1047.499305,1402,542,446,61,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,562.3796572,2736,1010,717,590,5,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.051,0.553,0.213,0.019,0,0.604,0.091,0.983,0.379,0.034,0,1.074,0,18,0,0,0,18,0,0.677,0,0,0,0.677,0,6,0,0,0,6,0,0.62,0,0,0,0.62,0,5,0,0,0,5,0,0.697,0,0,0,0.697,0,3,0,0,0,3,0,0.508,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0
21091,2098.849991,1272,488,376,113,7,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21092,804.298543,1900,786,535,274,5,0,0.697,0.697,0,0.867,0.867,-1,695,695,-1,35.88,35.88,-1,262,262,-1,36.288,36.288,-1,194,194,-1,36.262,36.262,-1,65,65,-1,23.723,23.723,-1,0,0,-1,0,0,0.223,0.557,0.554,0,0.002,0.78,0.277,0.693,0.689,0,0.002,0.97,19,260,207,0,0,279,0.981,13.423,10.687,0,0,14.404,7,101,79,0,0,108,0.97,13.989,10.942,0,0,14.958,6,74,60,0,0,80,1.121,13.832,11.215,0,0,14.953,2,20,22,0,0,22,0.73,7.299,8.029,0,0,8.029,0,0,0,0,0,0,0,0,0,0,0,0
21093,1151.84125,6264,2507,1406,497,12,0,0.728,0.728,0,0.632,0.632,-1,380,380,-1,6.39,6.39,-1,139,139,-1,6.038,6.038,-1,97,97,-1,6.899,6.899,-1,18,18,-1,3.622,3.622,-1,0,0,-1,0,0,1.862,1.706,0.818,0,0,3.568,1.617,1.481,0.71,0,0,3.098,40,105,298,0,0,145,0.673,1.766,5.011,0,0,2.438,14,43,122,0,0,57,0.608,1.868,5.3,0,0,2.476,15,34,76,0,0,49,1.067,2.418,5.405,0,0,3.485,3,2,7,0,0,5,0.604,0.402,1.408,0,0,1.006,0,12,0,0,0,12,0,100,0,0,0,100
21094,207.2131305,1811,763,474,109,7,0,0.587,0.587,0,2.833,2.833,-1,173,173,-1,9.443,9.443,-1,69,69,-1,10.192,10.192,-1,51,51,-1,10.759,10.759,-1,10,10,-1,9.174,9.174,-1,0,0,-1,0,0,0.534,0.154,0.118,0,0,0.688,2.577,0.743,0.57,0,0,3.321,25,46,31,0,0,71,1.365,2.511,1.692,0,0,3.876,9,16,11,0,0,25,1.329,2.363,1.625,0,0,3.693,8,11,10,0,0,19,1.688,2.321,2.11,0,0,4.008,2,2,2,0,0,4,1.835,1.835,1.835,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0
21095,1416.247459,1201,493,480,145,7,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,2.959,0.126,2.354,0.19,0,3.085,2.089,0.089,1.662,0.134,0,2.178,15,7,256,54,0,22,1.261,0.588,21.513,4.538,0,1.849,5,3,109,22,0,8,1.055,0.633,22.996,4.641,0,1.688,6,3,120,23,0,9,1.25,0.625,25,4.792,0,1.875,1,0,18,1,0,1,0.69,0,12.414,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
21096,421.6883224,1771,677,360,105,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.13,0.102,0.319,0,0,0.232,0.308,0.242,0.757,0,0,0.55,2,2,6,0,0,4,0.115,0.115,0.346,0,0,0.231,1,1,2,0,0,2,0.168,0.168,0.337,0,0,0.337,0,0,1,0,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21097,185.5296392,4699,1892,799,364,8,0,2.251,2.251,0,12.123,12.123,-1,838,838,-1,20.246,20.246,-1,350,350,-1,21.008,21.008,-1,114,114,-1,14.268,14.268,-1,42,42,-1,11.538,11.538,-1,0,0,-1,0,0,1.128,0.753,0.149,0,0,1.881,6.075,4.055,0.802,0,0,10.13,37,123,21,0,0,160,0.894,2.972,0.507,0,0,3.866,13,47,10,0,0,60,0.78,2.821,0.6,0,0,3.601,11,23,7,0,0,34,1.377,2.879,0.876,0,0,4.255,3,8,1,0,0,11,0.824,2.198,0.275,0,0,3.022,0,0,0,0,0,0,0,0,0,0,0,0
21098,194.2109973,3473,1432,770,275,6,0,5.426,5.426,0,27.913,27.913,-1,2061,2061,-1,62.36,62.36,-1,840,840,-1,61.993,61.993,-1,439,439,-1,57.013,57.013,-1,164,164,-1,59.636,59.636,-1,6,6,-1,100,100,2.322,1.007,0.594,0.003,0,3.329,11.945,5.18,3.056,0.015,0,17.125,230,927,243,0,0,1157,6.959,28.048,7.352,0,0,35.008,92,379,99,0,0,471,6.79,27.97,7.306,0,0,34.76,49,192,48,0,0,241,6.364,24.935,6.234,0,0,31.299,11,53,13,0,0,64,4,19.273,4.727,0,0,23.273,6,0,0,0,0,6,100,0,0,0,0,100
21099,381.3279638,1982,827,625,140,12,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.001,0.029,0.076,0.029,0,0.03,0.003,0.076,0.199,0.076,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21100,421.9580309,1008,411,285,98,2,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0.721,0.01,0.028,0,0.721,0,1.709,0.024,0.066,0,1.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101,256.3311278,2530,1007,576,343,14,0,0.003,0.003,0,0.012,0.012,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.015,0.001,0.027,0,0,0.016,0.059,0.004,0.105,0,0,0.062,2,0,5,0,0,2,0.082,0,0.204,0,0,0.082,1,0,2,0,0,1,0.103,0,0.206,0,0,0.103,1,0,1,0,0,1,0.174,0,0.174,0,0,0.174,1,0,1,0,0,1,0.292,0,0.292,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0
21102,205.7308978,1043,447,287,69,3,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,1.396,0.319,0.096,0.044,0,1.715,6.79,1.551,0.467,0.214,0,8.341,14,26,29,0,0,40,1.371,2.547,2.84,0,0,3.918,6,10,11,0,0,16,1.471,2.451,2.696,0,0,3.922,5,6,8,0,0,11,1.742,2.091,2.787,0,0,3.833,1,1,2,0,0,2,1.449,1.449,2.899,0,0,2.899,0,0,0,0,0,0,0,0,0,0,0,0
21103,462.5900017,968,385,313,46,8,0,1.046,1.046,0,2.261,2.261,-1,259,259,-1,26.839,26.839,-1,105,105,-1,26.718,26.718,-1,102,102,-1,32.588,32.588,-1,21,21,-1,45.652,45.652,-1,0,0,-1,0,0,1.068,1.492,0.932,0,0,2.56,2.308,3.225,2.014,0,0,5.533,13,9,51,0,0,22,1.347,0.933,5.285,0,0,2.28,5,3,21,0,0,8,1.272,0.763,5.344,0,0,2.036,6,5,23,0,0,11,1.917,1.597,7.348,0,0,3.514,0,0,1,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21104,2081.298622,2886,1110,853,205,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0.566,0.344,0.273,0,0.566,0,0.272,0.165,0.131,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21105,137.0912305,1120,438,131,60,2,0,0.935,0.935,0,6.807,6.807,-1,5,5,-1,0.492,0.492,-1,2,2,-1,0.505,0.505,-1,1,1,-1,0.763,0.763,-1,0,0,-1,0,0,-1,2,2,-1,100,100,3.382,0.179,0.121,0,0,3.561,24.621,1.303,0.881,0,0,25.925,58,53,43,0,0,111,5.709,5.217,4.232,0,0,10.925,18,20,15,0,0,38,4.545,5.051,3.788,0,0,9.596,7,7,5,0,0,14,5.344,5.344,3.817,0,0,10.687,1,6,3,0,0,7,1.667,10,5,0,0,11.667,0,0,0,0,0,0,0,0,0,0,0,0
21106,490.8032511,3192,1254,871,276,1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21107,1420.971227,3069,1220,723,164,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.003,0,0,0,0,0.003,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21108,1879.062666,5971,2288,1523,400,7,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21109,1101.140793,2323,788,453,123,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,2.941,1.838,0.372,0,0,4.779,2.67,1.669,0.338,0,0,4.339,55,79,22,0,0,134,2.431,3.492,0.973,0,0,5.924,15,22,7,0,0,37,2.219,3.254,1.036,0,0,5.473,12,17,4,0,0,29,2.649,3.753,0.883,0,0,6.402,7,6,1,0,0,13,5.691,4.878,0.813,0,0,10.569,0,0,0,0,0,0,0,0,0,0,0,0
21110,1108.664133,3309,1278,804,219,3,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21111,703.4880812,4870,1960,685,422,15,0,0.002,0.002,0,0.003,0.003,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21112,219.9620711,982,348,282,74,0,0,0.037,0.037,0,0.168,0.168,-1,31,31,-1,3.337,3.337,-1,11,11,-1,3.618,3.618,-1,7,7,-1,2.482,2.482,-1,1,1,-1,1.351,1.351,-1,0,0,-1,0,0,0.036,0.219,0.074,0,0,0.255,0.164,0.995,0.336,0,0,1.159,1,9,4,0,0,10,0.108,0.969,0.431,0,0,1.076,0,3,1,0,0,3,0,0.987,0.329,0,0,0.987,0,3,1,0,0,3,0,1.064,0.355,0,0,1.064,0,1,0,0,0,1,0,1.351,0,0,0,1.351,0,0,0,0,0,0,0,0,0,0,0,0
21113,179.7492824,1587,648,424,107,7,0,1.209,1.209,0,6.705,6.705,-1,684,684,-1,46.247,46.247,-1,266,266,-1,47.585,47.585,-1,211,211,-1,49.764,49.764,-1,64,64,-1,59.813,59.813,-1,7,7,-1,100,100,0.119,0.352,0.21,0,0,0.471,0.66,1.952,1.165,0,0,2.612,2,8,2,0,0,10,0.135,0.541,0.135,0,0,0.676,1,3,1,0,0,4,0.179,0.537,0.179,0,0,0.716,1,2,1,0,0,3,0.236,0.472,0.236,0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21114,439.8138306,1887,714,491,111,4,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21115,329.6575923,6959,3134,1044,626,16,0,0.021,0.021,0,0.064,0.064,-1,1,1,-1,0.016,0.016,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.287,0.428,0.434,0,0,0.715,0.871,1.298,1.317,0,0,2.169,10,16,14,0,0,26,0.156,0.25,0.219,0,0,0.407,4,6,5,0,0,10,0.148,0.222,0.185,0,0,0.37,2,4,4,0,0,6,0.192,0.383,0.383,0,0,0.575,0,1,1,0,0,1,0,0.16,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
21116,245.6597366,3025,1081,648,160,2,0,0.015,0.015,0,0.061,0.061,-1,2,2,-1,0.073,0.073,-1,1,1,-1,0.108,0.108,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.029,0.007,0,0,0,0.036,0.118,0.028,0,0,0,0.146,5,1,0,0,0,6,0.182,0.036,0,0,0,0.219,2,0,0,0,0,2,0.216,0,0,0,0,0.216,1,0,0,0,0,1,0.154,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21117,389.2038674,1380,487,356,143,2,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0.733,0.209,0.931,0,0,0.942,1.883,0.537,2.392,0,0,2.42,2,1,111,0,0,3,0.154,0.077,8.545,0,0,0.231,1,0,33,0,0,1,0.241,0,7.952,0,0,0.241,0,0,32,0,0,0,0,0,8.989,0,0,0,0,0,8,0,0,0,0,0,5.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21118,276.3485306,775,307,250,53,3,0,0.006,0.006,0,0.022,0.022,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0.717,2.437,2.256,0,0.717,0,2.595,8.82,8.165,0,2.595,0,21,39,45,0,21,0,2.685,4.987,5.754,0,2.685,0,8,14,15,0,8,0,2.712,4.746,5.085,0,2.712,0,7,13,15,0,7,0,2.8,5.2,6,0,2.8,0,1,1,2,0,1,0,1.887,1.887,3.774,0,1.887,0,0,3,0,0,0,0,0,100,0,0,0
22001,1198.926307,8792,3608,2178,546,18,0,7.144,7.144,0,5.961,5.961,0,6287,6287,0,70.744,70.744,0,2527,2527,0,70.824,70.824,0,1223,1223,0,56.152,56.152,0,388,388,0,71.062,71.062,0,0,0,0,0,0,0,35.858,30.678,20.291,0,35.858,0,29.918,25.596,16.93,0,29.918,0,204,516,1492,0,204,0,2.295,5.806,16.789,0,2.295,0,85,211,614,0,85,0,2.382,5.914,17.209,0,2.382,0,77,157,365,0,77,0,3.535,7.208,16.758,0,3.535,0,19,34,115,0,19,0,3.48,6.227,21.062,0,3.48,0,0,4,4,0,0,0,0,22.222,22.222,0,0
22002,99.66819993,1500,599,492,175,0,0,0.263,0.263,0,2.64,2.64,0,8,8,0,0.531,0.531,0,3,3,0,0.524,0.524,0,2,2,0,0.407,0.407,0,2,2,0,1.143,1.143,0,0,0,0,0,0,0,0.389,1.092,2.381,0,0.389,0,3.904,10.959,23.896,0,3.904,0,9,11,155,0,9,0,0.597,0.729,10.279,0,0.597,0,3,4,56,0,3,0,0.524,0.698,9.773,0,0.524,0,2,5,58,0,2,0,0.407,1.016,11.789,0,0.407,0,2,3,18,0,2,0,1.143,1.714,10.286,0,1.143,0,0,0,0,0,0,0,0,0,0,0,0
22003,89.59046791,3187,1370,603,170,0,0,4.62,4.62,0,51.505,51.505,0,2722,2722,0,89.657,89.657,0,1117,1117,0,89.36,89.36,0,529,529,0,87.728,87.728,0,159,159,0,93.529,93.529,0,0,0,0,0,0,0,1.833,1.746,0.542,0,1.833,0,20.435,19.465,6.042,0,20.435,0,167,119,116,0,167,0,5.501,3.92,3.821,0,5.501,0,70,50,49,0,70,0,5.6,4,3.92,0,5.6,0,37,27,26,0,37,0,6.136,4.478,4.312,0,6.136,0,6,5,5,0,6,0,3.529,2.941,2.941,0,3.529,0,0,0,0,0,0,0,0,0,0,0,0
22005,113.5981031,1268,525,471,215,0,0,0.012,0.012,0,0.105,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,1.644,1.833,0,0.608,0,5.344,14.449,16.11,0,5.344,0,1,3,27,0,1,0,0.097,0.292,2.632,0,0.097,0,0,2,12,0,0,0,0,0.451,2.709,0,0,0,1,3,16,0,1,0,0.212,0.637,3.397,0,0.212,0,0,2,5,0,0,0,0,0.93,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22006,632.1597928,17798,7801,3405,1426,31,0,4.041,4.041,0,6.392,6.392,0,3891,3891,0,23.063,23.063,0,1636,1636,0,22.644,22.644,0,725,725,0,21.292,21.292,0,166,166,0,11.641,11.641,0,0,0,0,0,0,0,9.286,15.003,12.967,0,9.286,0,14.689,23.732,20.512,0,14.689,0,180,2145,1879,0,180,0,1.067,12.714,11.137,0,1.067,0,76,900,799,0,76,0,1.052,12.457,11.059,0,1.052,0,92,507,406,0,92,0,2.702,14.89,11.924,0,2.702,0,14,109,85,0,14,0,0.982,7.644,5.961,0,0.982,0,0,1,0,0,0,0,0,3.226,0,0,0
22007,688.868621,4072,1650,1298,276,10,0.293,4.267,4.282,0.425,6.194,6.216,0,2213,2213,0,53.779,53.779,0,839,839,0,52.242,52.242,1,634,634,0.077,48.844,48.844,1,156,156,0.362,56.522,56.522,0,0,0,0,0,0,0.005,19.967,17.746,10.541,0,19.972,0.007,28.985,25.761,15.302,0,28.992,0,166,414,757,0,166,0,4.034,10.061,18.396,0,4.034,0,64,160,290,0,64,0,3.985,9.963,18.057,0,3.985,0,63,141,224,0,63,0,4.854,10.863,17.257,0,4.854,0,17,21,46,0,17,0,6.159,7.609,16.667,0,6.159,0,0,10,0,0,0,0,0,100,0,0,0
22009,410.8112049,5074,2178,2003,427,7,0,1.597,1.597,0,3.888,3.888,0,654,654,0,13.271,13.271,0,286,286,0,13.999,13.999,0,247,247,0,12.332,12.332,0,82,82,0,19.204,19.204,0,0,0,0,0,0,0,3.094,5.676,9.54,0,3.094,0,7.533,13.82,23.228,0,7.533,0,106,53,281,0,106,0,2.151,1.075,5.702,0,2.151,0,44,22,116,0,44,0,2.154,1.077,5.678,0,2.154,0,41,21,107,0,41,0,2.047,1.048,5.342,0,2.047,0,13,3,27,0,13,0,3.044,0.703,6.323,0,3.044,0,0,0,7,0,0,0,0,0,100,0,0
22011,274.489503,1470,661,665,68,0,0,0.934,0.934,0,3.401,3.401,0,216,216,0,14.604,14.604,0,92,92,0,14.353,14.353,0,72,72,0,10.827,10.827,0,7,7,0,10.294,10.294,0,0,0,0,0,0,0,1.838,3.303,8.633,0,1.838,0,6.694,12.029,31.44,0,6.694,0,17,24,89,0,17,0,1.149,1.623,6.018,0,1.149,0,7,12,37,0,7,0,1.092,1.872,5.772,0,1.092,0,11,23,68,0,11,0,1.654,3.459,10.226,0,1.654,0,2,3,6,0,2,0,2.941,4.412,8.824,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0
22013,259.552681,2746,1133,694,161,3,0,2.871,2.871,0,11.069,11.069,0,2070,2070,0,82.437,82.437,0,839,839,0,81.535,81.535,0,457,457,0,65.85,65.85,0,127,127,0,78.882,78.882,0,3,3,0,100,100,0,5.034,5.549,4.324,0,5.034,0,19.409,21.394,16.671,0,19.409,0,47,200,126,0,47,0,1.872,7.965,5.018,0,1.872,0,21,88,55,0,21,0,2.041,8.552,5.345,0,2.041,0,39,77,59,0,39,0,5.62,11.095,8.501,0,5.62,0,8,18,9,0,8,0,4.969,11.18,5.59,0,4.969,0,1,2,0,0,1,0,33.333,66.667,0,0,33.333
22015,117.0890346,446,205,379,22,0,0,0.248,0.248,0,2.118,2.118,0,1,1,0,0.233,0.233,0,1,1,0,0.478,0.478,0,2,2,0,0.528,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,3.596,2.577,0,2.57,0,21.945,30.706,22.005,0,21.945,0,2,8,10,0,2,0,0.465,1.86,2.326,0,0.465,0,1,4,5,0,1,0,0.478,1.914,2.392,0,0.478,0,5,15,13,0,5,0,1.319,3.958,3.43,0,1.319,0,0,1,1,0,0,0,0,4.545,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22017,326.8695511,1516,654,621,87,4,0,0.229,0.229,0,0.701,0.701,0,6,6,0,0.375,0.375,0,1,1,0,0.168,0.168,0,2,2,0,0.322,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,9.494,7.548,5.48,0,9.494,0,29.057,23.101,16.772,0,29.057,0,17,4,44,0,17,0,1.063,0.25,2.75,0,1.063,0,6,1,10,0,6,0,1.007,0.168,1.678,0,1.007,0,11,10,17,0,11,0,1.771,1.61,2.738,0,1.771,0,4,0,2,0,4,0,4.598,0,2.299,0,4.598,0,4,0,0,0,4,0,100,0,0,0,100
22018,84.41879765,396,189,247,34,1,0,0.802,0.802,0,9.488,9.488,0,292,292,0,71.744,71.744,0,134,134,0,72.043,72.043,0,140,140,0,56.68,56.68,0,22,22,0,64.706,64.706,0,0,0,0,0,0,0,0.956,2.55,3.107,0,0.956,0,11.31,30.167,36.756,0,11.31,0,14,85,146,0,14,0,3.44,20.885,35.872,0,3.44,0,6,39,67,0,6,0,3.226,20.968,36.022,0,3.226,0,13,57,88,0,13,0,5.263,23.077,35.628,0,5.263,0,1,8,12,0,1,0,2.941,23.529,35.294,0,2.941,0,0,1,0,0,0,0,0,100,0,0,0
22021,191.9411905,639,306,382,30,0,0.038,0.747,0.754,0.198,3.894,3.93,0,351,351,0,52.545,52.545,0,148,148,0,48.208,48.208,0,125,125,0,32.723,32.723,0,16,16,0,53.333,53.333,0,0,0,0,0,0,0,5.752,6.202,3.686,0,5.752,0,29.982,32.327,19.213,0,29.982,0,25,76,357,0,25,0,3.743,11.377,53.443,0,3.743,0,12,32,153,0,12,0,3.909,10.423,49.837,0,3.909,0,42,62,149,0,42,0,10.995,16.23,39.005,0,10.995,0,2,4,16,0,2,0,6.667,13.333,53.333,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0
22022,523.6382551,6984,3022,1694,568,9,0,5.549,5.549,0,10.597,10.597,0,5631,5631,0,82.493,82.493,0,2361,2361,0,82.61,82.61,0,1281,1281,0,75.62,75.62,0,463,463,0,81.514,81.514,0,0,0,0,0,0,0,13.378,13.871,8.835,0,13.378,0,25.549,26.49,16.873,0,25.549,0,84,545,782,0,84,0,1.231,7.984,11.456,0,1.231,0,35,222,328,0,35,0,1.225,7.768,11.477,0,1.225,0,33,136,198,0,33,0,1.948,8.028,11.688,0,1.948,0,7,51,60,0,7,0,1.232,8.979,10.563,0,1.232,0,0,9,0,0,0,0,0,100,0,0,0
