CMN,area,pop,fam,edf,ulc,bct,area_id_H,area_id_M,area_id_L,area_id_H_p,area_id_M_p,area_id_L_p,pop_id_H,pop_id_M,pop_id_L,pop_id_H_p,pop_id_M_p,pop_id_L_p,fam_id_H,fam_id_M,fam_id_L,fam_id_H_p,fam_id_M_p,fam_id_L_p,edf_id_H,edf_id_M,edf_id_L,edf_id_H_p,edf_id_M_p,edf_id_L_p,ulc_id_H,ulc_id_M,ulc_id_L,ulc_id_H_p,ulc_id_M_p,ulc_id_L_p,bct_id_H,bct_id_M,bct_id_L,bct_id_H_p,bct_id_M_p,bct_id_L_p,area_fr_P4,area_fr_P3,area_fr_P2,area_fr_P1,area_fr_AA,area_fr_P3P4,area_fr_P4_p,area_fr_P3_p,area_fr_P2_p,area_fr_P1_p,area_fr_AA_p,area_fr_P3P4_p,pop_fr_P4,pop_fr_P3,pop_fr_P2,pop_fr_P1,pop_fr_AA,pop_fr_P3P4,pop_fr_P4_p,pop_fr_P3_p,pop_fr_P2_p,pop_fr_P1_p,pop_fr_AA_p,pop_fr_P3P4_p,fam_fr_P4,fam_fr_P3,fam_fr_P2,fam_fr_P1,fam_fr_AA,fam_fr_P3P4,fam_fr_P4_p,fam_fr_P3_p,fam_fr_P2_p,fam_fr_P1_p,fam_fr_AA_p,fam_fr_P3P4_p,edf_fr_P4,edf_fr_P3,edf_fr_P2,edf_fr_P1,edf_fr_AA,edf_fr_P3P4,edf_fr_P4_p,edf_fr_P3_p,edf_fr_P2_p,edf_fr_P1_p,edf_fr_AA_p,edf_fr_P3P4_p,ulc_fr_P4,ulc_fr_P3,ulc_fr_P2,ulc_fr_P1,ulc_fr_AA,ulc_fr_P3P4,ulc_fr_P4_p,ulc_fr_P3_p,ulc_fr_P2_p,ulc_fr_P1_p,ulc_fr_AA_p,ulc_fr_P3P4_p,bct_fr_P4,bct_fr_P3,bct_fr_P2,bct_fr_P1,bct_fr_AA,bct_fr_P3P4,bct_fr_P4_p,bct_fr_P3_p,bct_fr_P2_p,bct_fr_P1_p,bct_fr_AA_p,bct_fr_P3P4_p
1001,131.4011693,2545,1204,1048,176,15,0,0.222,0.912,0,1.689,6.937,0,3,62,0,0.113,2.345,0,1,32,0,0.078,2.498,0,1,26,0,0.095,2.481,0,0,3,0,0,1.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,157.4838277,3633,1515,556,238,6,0,2.992,8.683,0,19.01,55.169,0,22,3695,0,0.576,96.753,0,8,1472,0,0.527,96.906,0,7,503,0,1.259,90.468,0,1,213,0,0.42,89.496,0,0,2,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,463.3690738,459,239,815,51,20,0.888,1.489,1.611,1.917,3.214,3.477,6,116,145,1.299,25.108,31.385,3,57,72,1.304,24.783,31.304,9,206,263,1.104,25.276,32.27,1,13,17,1.961,25.49,33.333,0,5,6,0,25,30,3.247,1.51,0.086,0,0,4.757,7.008,3.259,0.186,0,0,10.267,18,127,8,0,0,145,3.896,27.489,1.732,0,0,31.385,9,62,4,0,0,71,3.913,26.957,1.739,0,0,30.87,26,221,26,0,0,247,3.19,27.117,3.19,0,0,30.307,3,15,0,0,0,18,5.882,29.412,0,0,0,35.294,2,7,0,0,0,9,10,35,0,0,0,45
1004,117.0834653,1638,749,564,139,1,0.093,1.088,2.836,0.793,9.275,24.175,1,7,28,0.056,0.391,1.563,1,3,10,0.128,0.384,1.28,1,2,9,0.177,0.355,1.596,0,0,2,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,178.9789754,6355,2921,2196,546,13,0,1.266,3.343,0,7.082,18.701,0,649,2395,0,10.297,37.998,0,289,1069,0,10.396,38.453,0,214,757,0,9.745,34.472,0,77,284,0,14.103,52.015,0,1,2,0,7.692,15.385,0,1.18,0.827,0,0,1.18,0,6.601,4.626,0,0,6.601,0,1353,871,0,0,1353,0,21.466,13.819,0,0,21.466,0,601,395,0,0,601,0,21.619,14.209,0,0,21.619,0,424,266,0,0,424,0,19.308,12.113,0,0,19.308,0,154,96,0,0,154,0,28.205,17.582,0,0,28.205,0,4,5,0,0,4,0,30.769,38.462,0,0,30.769
1007,56.22187607,235,144,616,17,0,0.047,0.069,0.069,0.835,1.226,1.226,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.162,0.162,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0.131,2.328,0,0,0,0,2.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.325,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,119.1907048,16484,7571,2325,1244,9,0.928,1.469,2.188,7.786,12.325,18.357,155,290,410,0.918,1.717,2.427,66,124,178,0.901,1.692,2.429,23,52,74,0.989,2.237,3.183,16,32,49,1.286,2.572,3.939,1,1,1,11.111,11.111,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,74.87373855,2013,864,635,236,3,0.981,2.646,2.646,13.104,35.346,35.346,176,459,459,8.952,23.347,23.347,72,188,188,9.045,23.618,23.618,60,163,163,9.449,25.669,25.669,23,70,70,9.746,29.661,29.661,0,0,0,0,0,0,0.281,0,0,0,0,0.281,3.754,0,0,0,0,3.754,32,0,0,0,0,32,1.628,0,0,0,0,1.628,13,0,0,0,0,13,1.633,0,0,0,0,1.633,9,0,0,0,0,9,1.417,0,0,0,0,1.417,5,0,0,0,0,5,2.119,0,0,0,0,2.119,0,0,0,0,0,0,0,0,0,0,0,0
1010,93.18554266,488,256,514,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.443,0.001,0,0,0,3.444,36.986,0.011,0,0,0,36.996,21,0,0,0,0,21,4.102,0,0,0,0,4.102,12,0,0,0,0,12,4.461,0,0,0,0,4.461,74,0,0,0,0,74,14.397,0,0,0,0,14.397,2,0,0,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1011,388.5095406,838,414,1080,42,27,0.075,0.206,0.223,0.193,0.53,0.574,2,9,9,0.23,1.034,1.034,1,4,4,0.234,0.935,0.935,3,12,12,0.278,1.111,1.111,0,0,0,0,0,0,0,0,0,0,0,0,1.169,2.366,0.19,0,0,3.535,3.007,6.086,0.489,0,0,9.093,14,4,1,0,0,18,1.609,0.46,0.115,0,0,2.069,7,3,1,0,0,10,1.636,0.701,0.234,0,0,2.336,20,15,4,0,0,35,1.852,1.389,0.37,0,0,3.241,1,0,0,0,0,1,2.381,0,0,0,0,2.381,0,1,0,0,0,1,0,3.704,0,0,0,3.704
1012,81.76277036,1080,449,432,87,3,1.469,1.515,1.522,17.987,18.55,18.636,40,50,50,3.85,4.812,4.812,16,20,20,3.98,4.975,4.975,14,18,18,3.241,4.167,4.167,6,7,7,6.897,8.046,8.046,0,0,0,0,0,0,0.014,0.108,0.014,0,0,0.122,0.171,1.322,0.171,0,0,1.494,0,1,0,0,0,1,0,0.096,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,215.4676498,12351,5534,2655,1247,52,0.941,3.04,5.114,4.053,13.094,22.027,462,1694,2825,3.809,13.967,23.291,191,702,1150,3.7,13.599,22.278,95,311,563,3.578,11.714,21.205,50,175,315,4.01,14.034,25.261,0,1,1,0,1.923,1.923,0.389,0.383,0,0,0,0.772,1.675,1.65,0,0,0,3.325,117,19,0,0,0,136,0.965,0.157,0,0,0,1.121,49,10,0,0,0,59,0.949,0.194,0,0,0,1.143,55,9,0,0,0,64,2.072,0.339,0,0,0,2.411,4,2,0,0,0,6,0.321,0.16,0,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0
1014,95.53182176,1235,555,602,84,5,3.343,3.346,3.356,33.561,33.591,33.691,28,28,28,2.079,2.079,2.079,12,12,12,2.154,2.154,2.154,11,11,11,1.827,1.827,1.827,6,6,6,7.143,7.143,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,70.68234946,787,350,340,60,2,0,0.386,0.647,0,5.447,9.131,0,5,13,0,0.613,1.593,0,2,6,0,0.588,1.765,0,3,7,0,0.882,2.059,0,1,2,0,1.667,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,129.9256646,3064,1411,1005,197,5,0.768,1.771,3.803,5.905,13.617,29.24,10,484,1768,0.316,15.312,55.932,4,209,766,0.295,15.39,56.406,4,179,556,0.398,17.811,55.323,4,30,115,2.03,15.228,58.376,0,1,1,0,20,20,0.522,0.206,0.004,0,0,0.728,4.014,1.584,0.031,0,0,5.597,16,455,0,0,0,471,0.506,14.394,0,0,0,14.9,8,196,0,0,0,204,0.589,14.433,0,0,0,15.022,9,164,0,0,0,173,0.896,16.318,0,0,0,17.214,4,18,0,0,0,22,2.03,9.137,0,0,0,11.168,0,1,0,0,0,1,0,20,0,0,0,20
1017,45.22664445,533,270,355,61,3,0.031,0.031,0.035,0.688,0.688,0.777,1,1,1,0.187,0.187,0.187,0,0,0,0,0,0,1,1,1,0.282,0.282,0.282,0,0,1,0,0,1.639,0,0,0,0,0,0,0,0.003,0,0,0,0.003,0,0.067,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,154.1561802,3671,1589,1276,229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0.193,1.253,0,0,0,0,1.253,4,0,0,0,0,4,0.106,0,0,0,0,0.106,2,0,0,0,0,2,0.126,0,0,0,0,0.126,2,0,0,0,0,2,0.157,0,0,0,0,0.157,1,0,0,0,0,1,0.437,0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0
1019,626.839857,110,71,324,21,0,1.238,1.49,1.49,1.974,2.376,2.376,15,43,43,15.789,45.263,45.263,9,25,25,16.071,44.643,44.643,45,113,113,13.889,34.877,34.877,3,5,5,14.286,23.81,23.81,0,0,0,0,0,0,4.945,0.003,0,0,0,4.948,7.886,0.005,0,0,0,7.89,10,0,0,0,0,10,10.526,0,0,0,0,10.526,7,0,0,0,0,7,12.5,0,0,0,0,12.5,30,0,0,0,0,30,9.259,0,0,0,0,9.259,3,0,0,0,0,3,14.286,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0
1020,20.21181344,3112,1598,386,208,1,0.664,0.785,1.804,32.725,38.689,88.911,2,16,2678,0.061,0.488,81.646,1,7,1291,0.063,0.439,80.94,1,4,318,0.259,1.036,82.383,0,2,169,0,0.962,81.25,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,128.0922427,1585,748,691,96,2,1.572,1.765,1.765,12.278,13.786,13.786,22,27,27,1.356,1.664,1.664,9,11,11,1.187,1.451,1.451,6,8,8,0.868,1.158,1.158,2,2,2,2.083,2.083,2.083,0,0,0,0,0,0,0.015,0.018,0.004,0,0,0.033,0.117,0.141,0.031,0,0,0.258,2,1,0,0,0,3,0.123,0.062,0,0,0,0.185,1,0,0,0,0,1,0.132,0,0,0,0,0.132,1,0,0,0,0,1,0.145,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1320.281666,3078,1725,1631,388,23,0.199,2.662,3.206,0.151,2.014,2.425,2,1802,2516,0.062,56.102,78.331,1,952,1334,0.059,56.465,79.122,5,743,1028,0.307,45.555,63.029,0,243,322,0,62.629,82.99,0,11,15,0,47.826,65.217,16.223,38.288,0.003,0,0,54.511,12.271,28.962,0.002,0,0,41.233,454,2244,0,0,0,2698,14.134,69.863,0,0,0,83.998,243,1174,0,0,0,1417,14.413,69.632,0,0,0,84.045,283,991,0,0,0,1274,17.351,60.76,0,0,0,78.112,32,304,0,0,0,336,8.247,78.351,0,0,0,86.598,7,14,0,0,0,21,30.435,60.87,0,0,0,91.304
1023,39.60877616,559,268,303,50,1,0,0.118,0.118,0,2.96,2.96,0,2,2,0,0.334,0.334,0,1,1,0,0.376,0.376,0,1,1,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,67.48344684,17532,8097,1622,1227,3,0.285,0.596,0.648,4.232,8.851,9.623,135,379,415,0.746,2.093,2.292,58,165,181,0.74,2.105,2.309,16,46,50,0.986,2.836,3.083,19,48,52,1.548,3.912,4.238,1,1,1,33.333,33.333,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,186.0431946,3392,1496,1027,217,6,0.087,0.12,0.12,0.468,0.645,0.645,8,15,15,0.237,0.444,0.444,3,7,7,0.207,0.483,0.483,3,5,5,0.292,0.487,0.487,0,1,1,0,0.461,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,940.8272594,537,285,631,31,9,0.924,2.618,2.772,0.982,2.783,2.946,16,189,272,2.827,33.392,48.057,9,99,144,2.97,32.673,47.525,16,158,219,2.536,25.04,34.707,1,12,16,3.226,38.71,51.613,3,3,3,33.333,33.333,33.333,3.114,7.747,1.413,0,0,10.861,3.31,8.234,1.502,0,0,11.544,95,20,69,0,0,115,16.784,3.534,12.191,0,0,20.318,51,11,35,0,0,62,16.832,3.63,11.551,0,0,20.462,112,27,43,0,0,139,17.75,4.279,6.815,0,0,22.029,5,2,4,0,0,7,16.129,6.452,12.903,0,0,22.581,0,0,3,0,0,0,0,0,33.333,0,0,0
1027,142.103769,2097,971,795,192,3,0.001,0.001,3.748,0.007,0.007,26.352,0,0,112,0,0,5.303,0,0,52,0,0,5.445,0,0,40,0,0,5.031,0,0,12,0,0,6.25,0,0,0,0,0,0,0.015,0.067,0,0,0,0.082,0.105,0.471,0,0,0,0.577,1,4,0,0,0,5,0.047,0.189,0,0,0,0.237,0,2,0,0,0,2,0,0.209,0,0,0,0.209,0,1,0,0,0,1,0,0.126,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,102.6902591,11773,5023,1030,888,3,0.705,1.616,1.857,6.349,14.553,16.724,1,76,446,0.009,0.653,3.83,1,30,183,0.022,0.646,3.938,1,11,32,0.097,1.068,3.107,0,9,34,0,1.014,3.829,0,0,1,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,69.72182336,592,283,392,24,1,0.13,0.13,0.558,1.866,1.866,8.011,7,7,127,1.273,1.273,23.091,4,4,58,1.439,1.439,20.863,5,5,76,1.276,1.276,19.388,0,0,5,0,0,20.833,0,0,1,0,0,100,0.191,1.262,0.447,0,0,1.453,2.742,18.119,6.418,0,0,20.861,6,6,120,0,0,12,1.091,1.091,21.818,0,0,2.182,3,3,55,0,0,6,1.079,1.079,19.784,0,0,2.158,5,13,72,0,0,18,1.276,3.316,18.367,0,0,4.592,0,1,5,0,0,1,0,4.167,20.833,0,0,4.167,0,0,1,0,0,0,0,0,100,0,0,0
1030,134.290912,3590,1676,1121,264,10,0.591,1.141,6.612,4.404,8.503,49.273,84,251,2035,2.306,6.89,55.861,39,116,909,2.365,7.035,55.124,27,83,650,2.409,7.404,57.984,6,16,135,2.273,6.061,51.136,0,0,9,0,0,90,0.752,0.737,1.369,0,0,1.489,5.604,5.492,10.202,0,0,11.096,104,495,378,0,0,599,2.855,13.588,10.376,0,0,16.442,49,223,167,0,0,272,2.971,13.523,10.127,0,0,16.495,34,186,127,0,0,220,3.033,16.592,11.329,0,0,19.625,7,31,29,0,0,38,2.652,11.742,10.985,0,0,14.394,0,2,1,0,0,2,0,20,10,0,0,20
1031,123.7539197,772,378,448,46,4,4.287,5.146,5.47,34.654,41.597,44.216,12,16,17,1.437,1.916,2.036,6,8,9,1.519,2.025,2.278,5,6,7,1.116,1.339,1.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,49.68053648,2187,1029,803,156,8,0.26,0.897,1.988,5.24,18.077,40.064,9,364,1419,0.388,15.69,61.164,5,172,662,0.46,15.809,60.846,6,126,460,0.747,15.691,57.285,2,18,106,1.282,11.538,67.949,1,5,6,12.5,62.5,75,0.324,0.054,0,0,0,0.378,6.53,1.088,0,0,0,7.618,308,1,0,0,0,309,13.276,0.043,0,0,0,13.319,147,0,0,0,0,147,13.511,0,0,0,0,13.511,109,1,0,0,0,110,13.574,0.125,0,0,0,13.699,14,0,0,0,0,14,8.974,0,0,0,0,8.974,3,0,0,0,0,3,37.5,0,0,0,0,37.5
1033,109.1146985,3074,1288,796,235,1,2.753,3.033,3.038,25.213,27.777,27.823,4,6,6,0.131,0.196,0.196,2,2,2,0.162,0.162,0.162,2,3,3,0.251,0.377,0.377,10,11,11,4.255,4.681,4.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,62.8899218,8798,3727,1295,503,2,1.012,2.609,3.868,16.086,41.472,61.485,2,493,3815,0.024,5.868,45.406,1,199,1607,0.028,5.661,45.718,0,58,540,0,4.479,41.699,2,32,240,0.398,6.362,47.714,0,0,3,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,227.5288322,4564,2054,1489,360,9,3.176,3.294,4.636,13.956,14.474,20.371,79,87,307,1.749,1.926,6.797,31,35,129,1.561,1.762,6.495,37,39,119,2.485,2.619,7.992,19,20,26,5.278,5.556,7.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,111.0304097,402,220,325,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0.243,2.182,0,0,0,0,2.182,3,0,0,0,0,3,0.652,0,0,0,0,0.652,2,0,0,0,0,2,0.816,0,0,0,0,0.816,3,0,0,0,0,3,0.923,0,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,89.52477246,449,214,224,29,1,0.252,0.261,0.304,2.816,2.916,3.397,11,17,46,2.335,3.609,9.766,5,8,21,2.212,3.54,9.292,5,7,16,2.232,3.125,7.143,0,1,2,0,3.448,6.897,0,0,0,0,0,0,0.309,0.321,0,0,0,0.63,3.453,3.587,0,0,0,7.039,8,6,0,0,0,14,1.699,1.274,0,0,0,2.972,4,3,0,0,0,7,1.77,1.327,0,0,0,3.097,5,4,0,0,0,9,2.232,1.786,0,0,0,4.018,1,1,0,0,0,2,3.448,3.448,0,0,0,6.897,1,0,0,0,0,1,100,0,0,0,0,100
1038,55.67970572,8475,3556,1707,710,2,0.288,0.395,0.433,5.171,7.092,7.774,76,93,144,0.896,1.097,1.698,28,35,55,0.842,1.052,1.654,7,12,24,0.41,0.703,1.406,4,6,9,0.563,0.845,1.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,143.7047521,1482,668,677,97,8,3.447,4.46,4.688,24.006,31.061,32.649,46,70,87,2.665,4.056,5.041,20,31,39,2.729,4.229,5.321,17,27,34,2.511,3.988,5.022,4,6,7,4.124,6.186,7.216,0,1,2,0,12.5,25,1.079,0.928,0,0,0,2.007,7.514,6.463,0,0,0,13.977,20,32,0,0,0,52,1.159,1.854,0,0,0,3.013,8,14,0,0,0,22,1.091,1.91,0,0,0,3.001,9,13,0,0,0,22,1.329,1.92,0,0,0,3.25,1,2,0,0,0,3,1.031,2.062,0,0,0,3.093,0,1,0,0,0,1,0,12.5,0,0,0,12.5
1040,125.70526,1487,690,699,76,2,0.293,1.721,2.902,2.333,13.702,23.105,9,395,1310,0.583,25.566,84.79,4,177,588,0.577,25.541,84.848,6,177,566,0.858,25.322,80.973,3,23,61,3.947,30.263,80.263,0,0,3,0,0,150,0.15,1.883,0,0,0,2.033,1.194,14.992,0,0,0,16.186,0,1277,0,0,0,1277,0,82.654,0,0,0,82.654,0,573,0,0,0,573,0,82.684,0,0,0,82.684,0,550,0,0,0,550,0,78.684,0,0,0,78.684,0,49,0,0,0,49,0,64.474,0,0,0,64.474,0,2,0,0,0,2,0,100,0,0,0,100
1041,146.9567669,1329,518,406,105,6,1.175,2.211,2.914,8,15.054,19.841,72,238,316,5.125,16.94,22.491,27,87,116,5.233,16.86,22.481,19,64,84,4.68,15.764,20.69,7,22,28,6.667,20.952,26.667,1,1,1,16.667,16.667,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,54.76238365,1134,533,645,183,2,0.871,0.874,0.896,15.906,15.961,16.362,25,25,25,2.036,2.036,2.036,10,10,10,1.845,1.845,1.845,16,16,17,2.481,2.481,2.636,5,5,5,2.732,2.732,2.732,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0.548,0,0,0,0,0.548,5,0,0,0,0,5,0.407,0,0,0,0,0.407,2,0,0,0,0,2,0.369,0,0,0,0,0.369,2,0,0,0,0,2,0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,50.77028405,1622,664,485,143,4,0.476,0.974,1.083,9.409,19.253,21.407,34,68,98,2.141,4.282,6.171,14,27,39,2.137,4.122,5.954,9,23,32,1.856,4.742,6.598,5,10,14,3.497,6.993,9.79,2,2,2,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,370.7863304,5703,2805,2324,417,31,0.275,5.132,7.715,0.742,13.846,20.814,189,3233,6104,2.97,50.809,95.93,87,1469,2744,3.026,51.096,95.443,70,1072,1902,3.012,46.127,81.842,32,290,402,7.674,69.544,96.403,2,23,30,6.452,74.194,96.774,1.034,10.086,0.008,0,0,11.12,2.79,27.211,0.022,0,0,30.001,1,4174,1,0,0,4175,0.016,65.598,0.016,0,0,65.614,1,1894,1,0,0,1895,0.035,65.878,0.035,0,0,65.913,7,1442,1,0,0,1449,0.301,62.048,0.043,0,0,62.349,0,213,0,0,0,213,0,51.079,0,0,0,51.079,0,21,0,0,0,21,0,67.742,0,0,0,67.742
1045,80.96289386,6292,2784,1169,496,17,0.017,0.181,1.248,0.21,2.235,15.413,0,2,199,0,0.031,3.116,0,1,92,0,0.037,3.412,0,1,30,0,0.086,2.566,0,3,31,0,0.605,6.25,0,0,6,0,0,35.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
